,Smiles
1375,COC1=CC=CC=C1N2CCN(CC2)CCN3C(=O)CC4(CCCC4)CC3=O
1376,C1=CC=C(C=C1)CCNC2=C3C4=CC=CC=C4C(=O)C5=C3C(=CC=C5)NC2=O
1377,C1CN(CCN1CC(C(C2=CC=CC=C2)C3=CC=CC=C3)O)C4=CC(=CC=C4)Cl
1378,CN1CCC(CC1)C2=CNC3=C2C=C(C=C3)O
1379,CC(C)C1=C2N=C(C=C(N2N=C1)NCC3=CC=CC=C3)NCCCCCCN.Cl
1380,CC1COC2(O1)CCN(CC2)C3=NC(=O)C4=C(S3)C(=CC(=C4)C(F)(F)F)[N+](=O)[O-]
1381,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(C#N)(C3=CC=CC=C3)C4=CC=CC=C4.Cl
1382,C1CCN(C1)C(=O)NC2=CC=CC(=C2)NC3=NC=C(C(=N3)NCCCNC(=O)C4=CC=CS4)I
1383,C1CCN(C1)C(=O)NC2=CC=CC(=C2)NC3=NC=C(C(=N3)NCCC4=CN=CN4)Br
1384,CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCCCCC(C(=O)NC(C(=O)N1)CCCN)NC(=O)C(C(C)CC)NC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C2CSC(=N2)C(C(C)CC)N)CC(=O)N)CC(=O)O)CC3C=NC=N3)CC4=CC=CC=C4.[Zn]
1385,C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C(=C3O)O)O
1386,C1=CC=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)OC4C(C(C(C(O4)C(=O)O)O)O)O)O)O
1387,C1=CC=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)O)O)O)O)O)O
1388,CNC1CCCN(C1)C2=C(C=C3C(=C2OC)N(C=C(C3=O)C(=O)O)C4CC4)F
1389,CC1(CCC2(CCC3(C(C2C1)C(=O)C=C4C3(CCC5C4(C=C(C(=O)C5(C)C)C#N)C)C)C)C(=O)OC)C
1390,C[C@@]12CC[C@]3(CCC(C[C@H]3[C@H]1C(=O)C=C4[C@]2(CC[C@@H]5[C@@]4(C=C(C(=O)C5(C)C)C#N)C)C)(C)C)C(=O)OC
1391,CC(C)CC(C(CSC1=CC=CS1)C(=O)NO)C(=O)NC(CC2=CC=CC=C2)C(=O)NC
1392,CC(C)C[C@H]([C@H](CSC1=CC=CS1)C(=O)NO)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)NC
1393,CC1=C(N(C2=C1C=C(C=C2)O)CC3=CC=C(C=C3)OCCN4CCCCCC4)C5=CC=C(C=C5)O.Cl
1394,CCOC1C(CC(=O)O1)NC(=O)C2CCCN2C(=O)C(C(C)(C)C)NC(=O)C3=CC(=C(C=C3)N)Cl
1395,CCO[C@H]1[C@H](CC(=O)O1)NC(=O)[C@@H]2CCCN2C(=O)[C@H](C(C)(C)C)NC(=O)C3=CC(=C(C=C3)N)Cl
1396,CCC1(CC(=O)NC(=O)C1)C
1397,CCOC(=O)C(CCC1=CC=CC=C1)NC2CCC3=CC=CC=C3N(C2=O)CC(=O)O.Cl
1398,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]2CCC3=CC=CC=C3N(C2=O)CC(=O)O.Cl
1399,CN1C2=C(C=C(C=C2)N(CCCl)CCCl)N=C1CCCC(=O)O.Cl
1400,CC1=C(C(C(=C(N1)C)C(=O)OC2CCCN(C2)CC3=CC=CC=C3)C4=CC(=CC=C4)[N+](=O)[O-])C(=O)OC.Cl
1401,CC1=C([C@H](C(=C(N1)C)C(=O)O[C@@H]2CCCN(C2)CC3=CC=CC=C3)C4=CC(=CC=C4)[N+](=O)[O-])C(=O)OC.Cl
1402,CCCCOC1=C(C=CC(=C1)C(=O)OCCN(CC)CC)N.Cl
1403,C1=CC(=C(C(=C1CNNC(=O)C(CO)N)O)O)O.Cl
1404,CC(C)(C)CC(C)(C)C1=CC=C(C=C1)OCCOCC[N+](C)(C)CC2=CC=CC=C2.[Cl-]
1405,CN1C2CCC1CC(C2)OC(C3=CC=CC=C3)C4=CC=CC=C4.CS(=O)(=O)O
1406,CN1[C@@H]2CC[C@H]1CC(C2)OC(C3=CC=CC=C3)C4=CC=CC=C4.CS(=O)(=O)O
1407,CN(C)CCCOC1=NN(C2=CC=CC=C21)CC3=CC=CC=C3.Cl
1408,C[N+](C)(CCOC1=CC=CC=C1)CC2=CC=CC=C2.C1=CC=C2C=C(C(=CC2=C1)C(=O)O)[O-]
1409,C1CN(CCC1OC(C2=CC=C(C=C2)Cl)C3=CC=CC=N3)CCCC(=O)O.C1=CC=C(C=C1)S(=O)(=O)O
1410,C1CN(CCC1O[C@@H](C2=CC=C(C=C2)Cl)C3=CC=CC=N3)CCCC(=O)O.C1=CC=C(C=C1)S(=O)(=O)O
1411,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC5=C(C=C4CC3)OCO5)OC.[Cl-]
1412,COC1=C(C=C2C(=C1O)C3C(C(C(C(O3)CO)O)O)OC2=O)O
1413,COC1=C(C=C2C(=C1O)[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)OC2=O)O
1414,CNCCC1=CC=CC=N1.Cl.Cl
1415,C1=CC=C(C=C1)C(=O)NCCC(=O)O
1416,CC(C[N+](C)(C)C)OC(=O)N.[Cl-]
1417,CC(C)(C)C1(CC2C3(C14C(C(=O)OC4OC3=O)O)CC(=O)O2)O
1418,CC(C)(C)[C@@]1(C[C@H]2[C@@]3([C@]14[C@H](C(=O)O[C@H]4OC3=O)O)CC(=O)O2)O
1419,CC(C)(C(=O)O)OCC1=NN(C2=CC=CC=C21)CC3=CC=CC=C3
1420,COC1=CC=C(C=C1)C2=COC3=CC(=CC(=C3C2=O)O)O
1421,C1CCN(CC1)CCC(C2CC3CC2C=C3)(C4=CC=CC=C4)O.Cl
1422,CC(C)NCC(COC1=CC=C(C=C1)COCCOC(C)C)O.C(=CC(=O)O)C(=O)O
1423,CC(C)NCC(COC1=CC=C(C=C1)COCCOC(C)C)O.C(=C/C(=O)O)\C(=O)O
1424,CC1=CC2=C(C=C1)N=C3C(C2=O)(CCN3C4=CC=CC=C4)O
1425,CC1=C(N=C(N=C1N)C(CC(=O)N)NCC(C(=O)N)N)C(=O)NC(C(C2=CN=CN2)OC3C(C(C(C(O3)CO)O)O)OC4C(C(C(C(O4)CO)O)OC(=O)N)O)C(=O)NC(C)C(C(C)C(=O)NC(C(C)O)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)NCCC[S+](C)C)O.OS(=O)(=O)[O-]
1426,CC1=C(N=C(N=C1N)C(CC(=O)N)NCC(C(=O)N)N)C(=O)NC(C(C2=CN=CN2)O[C@H]3[C@H]([C@H]([C@@H]([C@@H](O3)CO)O)O)O[C@@H]4[C@H]([C@H]([C@@H]([C@H](O4)CO)O)OC(=O)N)O)C(=O)NC(C)C(C(C)C(=O)NC(C(C)O)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)NCCC[S+](C)C)O.OS(=O)(=O)[O-]
1427,CCCCOC1=C(C=NC2=NNC=C12)C(=O)C3=C(C=C(C=C3F)C)F
1428,CC1=CC2=C(C=C1)N=C(C3=NC=C(N23)C)NCCN
1429,CC1CN(CCN1C(=O)C(=O)C2=CNC3=NC=CC(=C23)OC)C(=O)C4=CC=CC=C4
1430,C[C@@H]1CN(CCN1C(=O)C(=O)C2=CNC3=NC=CC(=C23)OC)C(=O)C4=CC=CC=C4
1431,CC1=CC(=CC2=C1N=C(N2)C3=C(C=CNC3=O)NCC(C4=CC(=CC=C4)Cl)O)N5CCOCC5
1432,CC1=CC(=CC2=C1N=C(N2)C3=C(C=CNC3=O)NC[C@H](C4=CC(=CC=C4)Cl)O)N5CCOCC5
1433,CN1C(=O)C(=C(N=C1N2CCCCS2(=O)=O)C(=O)NCC3=CC=C(C=C3)F)O
1434,CC1(CCCN1C2=NN3C=CC=C3C(=N2)NC4=NNC(=C4)C5CC5)C(=O)NC6=CN=C(C=C6)F
1435,C[C@]1(CCCN1C2=NN3C=CC=C3C(=N2)NC4=NNC(=C4)C5CC5)C(=O)NC6=CN=C(C=C6)F
1436,CCOC1=C(C(=O)N(C=C1)C2=CC=C(C=C2)F)C(=O)NC3=CC(=C(C=C3)OC4=C(C(=NC=C4)N)Cl)F
1437,CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)NC2=C(C(=NC(=N2)C3=NC=CC=N3)OCCO)OC4=CC=CC=C4OC.O
1438,C1=CC(=C(C(=C1)C(=O)C2=CC=C(C=C2)Br)N)CC(=O)[O-].[Na+]
1439,CN(CC1=C(C(=CC(=C1)Br)Br)N)C2CCCCC2.Cl
1440,CN(C)CCC(C1=CC=C(C=C1)Br)C2=CC=CC=N2.C(=CC(=O)O)C(=O)O
1441,CN(C)CCC(C1=CC=C(C=C1)Br)C2=CC=CC=N2.C(=C\C(=O)O)\C(=O)O
1442,C1=CC2=C(C(=C(C=C2Br)Br)O)N=C1
1443,COC1=C(C=C2C(=C1)C34CCN5C3CC6C7C4N2C(=O)CC7OCC=C6C5)OC
1444,COC1=C(C=C2C(=C1)[C@]34CCN5[C@H]3C[C@@H]6[C@@H]7[C@@H]4N2C(=O)C[C@@H]7OCC=C6C5)OC
1445,COC1=CC(=C(C(=C1)OC)C(=O)CCCN2CCCC2)OC.Cl
1446,CCCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C.Cl
1447,C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4.Cl
1448,C1=CC(=C(C=C1C=CC(=O)C2=C(C=C(C=C2)O)O)O)O
1449,C1=CC(=C(C=C1/C=C/C(=O)C2=C(C=C(C=C2)O)O)O)O
1450,CC(C)(C)C1=CC=C(C=C1)CN(C)CC2=CC=CC3=CC=CC=C32.Cl
1451,C1=CC(=C(C(=C1)Cl)SC(CCC2=CC=C(C=C2)Cl)CN3C=CN=C3)Cl.[N+](=O)(O)[O-]
1452,CC1=CC(=C(N1C2=CC=C(C=C2)F)C)C(=O)CN3CCCC3
1453,CC1=CC=C(C=C1)N2C(=O)N(C(=O)S2)CC3=CC=C(C=C3)F
1454,C1CN(CCC1(CC2=CC=C(C=C2)Cl)N)C3=NC=NC4=C3C=CN4
1455,CC1=CC(=NO1)CN2CCN(CC2)C3=C4C(=NC=C3Br)N=C(N4)C5=CC=C(C=C5)N6CCN(CC6)C
1456,CN1CCN(CC1)C2=CC=CC(=C2)NC3=NN4C=CC=C(C4=N3)C5=CC=C(C=C5)S(=O)(=O)C
1457,C1=CC(=CC(=C1)N2C(=O)C(=CC3=CC=C(C=C3)C(=O)O)SC2=S)C(F)(F)F
1458,C1=CC(=CC(=C1)N2C(=O)/C(=C/C3=CC=C(C=C3)C(=O)O)/SC2=S)C(F)(F)F
1459,CCNC(=O)C1C(C(C(O1)N2C=NC3=C(N=C(N=C32)NCCC4=CC=C(C=C4)CCC(=O)O)N)O)O.Cl
1460,CCNC(=O)[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=C(N=C32)NCCC4=CC=C(C=C4)CCC(=O)O)N)O)O.Cl
1461,CC1=CC(=O)OC2=C1C=CC(=C2C=O)O
1462,C1=CC(=CC=C1C2=CC=C(O2)C=C3C(=O)NC(=O)S3)F
1463,C1=CC(=CC=C1C2=CC=C(O2)/C=C/3\C(=O)NC(=O)S3)F
1464,C1CN2CCC1C(C2)NC3=C(C(=O)NC4=C3C=C(C=C4)Cl)C5=NC6=CC=CC=C6N5
1465,C1CN2CCC1[C@@H](C2)NC3=C(C(=O)NC4=C3C=C(C=C4)Cl)C5=NC6=CC=CC=C6N5
1466,C1=CC(=C(C=C1Cl)Cl)C2=NC(=NC=C2N3C=CN=C3)NCCNC4=NC(=C(C=C4)[N+](=O)[O-])N
1467,CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC3=NC=C(C(=N3)NC4=CC(=CC=C4)NC(=O)C=C)F
1468,COCCOC1=CC2=C(C=C1)N(C=N2)C3=NC4=C(C=CC=C4N5CCC(CC5)N)C=C3
1469,CN(C)C(=O)C(C(CC1=CC=CC=C1)NC(=O)C2=CC3=C(N2)C=CC(=C3)Cl)O
1470,CN(C)C(=O)[C@@H]([C@H](CC1=CC=CC=C1)NC(=O)C2=CC3=C(N2)C=CC(=C3)Cl)O
1471,CC1=C(SC(=N1)N)C2=NC(=NC=C2)NC3=CC=C(C=C3)N4CCOCC4
1472,CC1=CC=C(C=C1)C2=C(C=NN2C)C3=NN(C4=C3C(=NC=N4)N5CCC(C5)N6CCCCC6)C
1473,CC1=CC=C(C=C1)C2=C(C=NN2C)C3=NN(C4=C3C(=NC=N4)N5CC[C@@H](C5)N6CCCCC6)C
1474,CC(C)(C)NS(=O)(=O)C1=CN=CC(=C1)C2=CN3C(=NC(=N3)N)C(=C2)F
1475,C1=CC=C(C=C1)CCOC(=O)C=CC2=CC(=C(C=C2)O)O
1476,C1=CC=C(C=C1)CCOC(=O)/C=C/C2=CC(=C(C=C2)O)O
1477,CN(C)C(=O)COC(=O)CC1=CC=C(C=C1)OC(=O)C2=CC=C(C=C2)N=C(N)N.CS(=O)(=O)O
1478,COC(=O)NN=CC1=[N+](C2=CC=CC=C2[N+](=C1)[O-])[O-]
1479,COC(=O)N/N=C/C1=[N+](C2=CC=CC=C2[N+](=C1)[O-])[O-]
1480,CN1C(CC2=CC(=C(C=C21)O)N=NC(=O)N)S(=O)(=O)[O-].[Na+]
1481,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)C(=O)[O-])C(=O)[O-])C.[Na+].[Na+]
1482,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)C(C3=CC=CC=C3)C(=O)[O-])C(=O)[O-])C.[Na+].[Na+]
1483,CC1(C2CCC3(C(C2(CCC1OC(=O)CCC(=O)[O-])C)C(=O)C=C4C3(CCC5(C4CC(CC5)(C)C(=O)[O-])C)C)C)C.[Na+].[Na+]
1484,C[C@]12CC[C@](C[C@H]1C3=CC(=O)[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)OC(=O)CCC(=O)[O-])C)(C)C(=O)[O-].[Na+].[Na+]
1485,CC(CC1=CC(=C(C=C1)O)O)(C(=O)O)NN
1486,C[C@](CC1=CC(=C(C=C1)O)O)(C(=O)O)NN
1487,CCC(C)CC(C)CCCCCCCCC(=O)NC1CC(C(NC(=O)C2C(CCN2C(=O)C(NC(=O)C(NC(=O)C3CC(CN3C(=O)C(NC1=O)C(C)O)O)C(C(C4=CC=C(C=C4)O)O)O)C(CCN)O)O)NCCN)O.CC(=O)O.CC(=O)O
1488,CCC(C)CC(C)CCCCCCCCC(=O)N[C@H]1C[C@H]([C@H](NC(=O)[C@@H]2[C@H](CCN2C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]3C[C@H](CN3C(=O)[C@@H](NC1=O)[C@@H](C)O)O)[C@@H]([C@H](C4=CC=C(C=C4)O)O)O)[C@@H](CCN)O)O)NCCN)O.CC(=O)O.CC(=O)O
1489,CCC1=CC2CC3(C1N(C2)CCC4=C3NC5=CC=CC=C45)C(=O)OC
1490,CCC1=C[C@H]2C[C@]3([C@@H]1N(C2)CCC4=C3NC5=CC=CC=C45)C(=O)OC
1491,CC(C)(C)C1=NN(C(=C1)C(=O)NC(CC2=CC(=CC=C2)Cl)C(=O)NCC#N)C
1492,CC(C)(C)C1=NN(C(=C1)C(=O)N[C@@H](CC2=CC(=CC=C2)Cl)C(=O)NCC#N)C
1493,CN(C)C1=CC=C(C=C1)C2=NC3=NC=C(C(=C3N2)N4CCN(CC4)CC(=O)NC5=NC=CS5)Cl
1494,CCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC=C(C=C2)O)C(=O)NC3C4N(C3=O)C(=C(CS4)CSC5=NN=NN5C)C(=O)O
1495,CCN1CCN(C(=O)C1=O)C(=O)N[C@H](C2=CC=C(C=C2)O)C(=O)N[C@H]3[C@@H]4N(C3=O)C(=C(CS4)CSC5=NN=NN5C)C(=O)O
1496,CON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)CN4C=CC(=N)N4CCO)C(=O)O.OS(=O)(=O)O
1497,CO/N=C(/C1=CSC(=N1)N)\C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)CN4C=CC(=N)N4CCO)C(=O)O.OS(=O)(=O)O
1498,CON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)CSC(=O)C4=CC=CO4)C(=O)O.Cl
1499,CO/N=C(/C1=CSC(=N1)N)\C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)CSC(=O)C4=CC=CO4)C(=O)O.Cl
1500,CC=C(C)C(=O)NC(C1=CC=CC=C1)C(C(=O)OC2CC3(C(C4C(C(CC5C4(CO5)OC(=O)C)O)(C(=O)C(C(=C2C)C3(C)C)OC(=O)C)C)OC(=O)C6=CC=CC=C6)O)O
1501,C/C=C(\C)/C(=O)N[C@@H](C1=CC=CC=C1)[C@H](C(=O)O[C@H]2C[C@]3([C@H]([C@H]4[C@@]([C@H](C[C@@H]5[C@]4(CO5)OC(=O)C)O)(C(=O)[C@@H](C(=C2C)C3(C)C)OC(=O)C)C)OC(=O)C6=CC=CC=C6)O)O
1502,CN1CCC2=CC3=C(C4=C2C1CC5=CC=C(C=C5)OC6=C(C=CC(=C6)CC7C8=CC(=C(C=C8CCN7C)OC)O4)OC)OCO3
1503,CN1CCC2=CC3=C(C4=C2[C@@H]1CC5=CC=C(C=C5)OC6=C(C=CC(=C6)C[C@@H]7C8=CC(=C(C=C8CCN7C)OC)O4)OC)OCO3
1504,CC=CCC=CCCC(=O)C1C(O1)C(=O)N
1505,C/C=C/C/C=C/CCC(=O)[C@@H]1[C@@H](O1)C(=O)N
1506,C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl.Cl.Cl
1507,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-]
1508,CCCCCCCCCCCCCCCC[N+]1=CC=CC=C1.[Cl-]
1509,C1=CC=C(C=C1)C(C2=CC=CC=C2)C(=O)NC(C(Cl)(Cl)Cl)NC(=S)NC3=CC(=C(C=C3)F)[N+](=O)[O-]
1510,CC1=CN=C(N1)C2=CN=C(N=C2C3=C(C=C(C=C3)Cl)Cl)NCCNC4=NC=C(C=C4)C#N
1511,C1=CC(=CC=C1C(C(CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-]
1512,C1=CC(=CC=C1[C@H]([C@@H](CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-]
1513,CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2.C(=CC(=O)O)C(=O)O
1514,CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2.C(=C\C(=O)O)\C(=O)O
1515,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl.Cl
1516,CC1=NC2=C(C=C1)C(=CC(=C2O)Cl)Cl
1517,C[N+](C)(C)CCO.[Cl-]
1518,C1=CC=C2C(=C1)C(=O)C=C(O2)C(=O)O
1519,C1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O
1520,CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=CC=C3O
1521,CC1=CC(=O)N(C(=C1)C2CCCCC2)O
1522,CC1=CC(=O)N(C(=C1)C2CCCCC2)O.C(CO)N
1523,CCOC(=O)C(CCC1=CC=CC=C1)NC2CCCN3CCCC(N3C2=O)C(=O)O.O
1524,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]2CCCN3CCC[C@H](N3C2=O)C(=O)O.O
1525,CC(C1=CC=CC2=CC=CC=C21)NCCCC3=CC(=CC=C3)C(F)(F)F.Cl
1526,C[C@H](C1=CC=CC2=CC=CC=C21)NCCCC3=CC(=CC=C3)C(F)(F)F.Cl
1527,C=CC1CN2CCC1CC2C(C3=CC=NC4=CC=CC=C34)O
1528,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@@H](C3=CC=NC4=CC=CC=C34)O
1529,C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)O
1530,COC1=CC(=CC(=C1OC)OC)C=CC(=O)N2CCN(CC2)CC(=O)N3CCCC3.C(=CC(=O)O)C(=O)O
1531,COC1=CC(=CC(=C1OC)OC)/C=C/C(=O)N2CCN(CC2)CC(=O)N3CCCC3.C(=C\C(=O)O)\C(=O)O
1532,CC(C)(C(=O)O)OC1=CC=C(C=C1)C2CC2(Cl)Cl
1533,C1CC1C(=O)C2=CC=C(C=C2)OCCCC3=CN=CN3
1534,CC(C1=CC=CC=C1)(C2=CC=C(C=C2)Cl)OCCC3CCCN3C.C(=CC(=O)O)C(=O)O
1535,C[C@@](C1=CC=CC=C1)(C2=CC=C(C=C2)Cl)OCC[C@H]3CCCN3C.C(=C/C(=O)O)\C(=O)O
1536,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)Cl.Cl
1537,CCC[C@@H]1C[C@H](N(C1)C)C(=O)N[C@@H]([C@@H]2[C@@H]([C@@H]([C@H]([C@H](O2)SC)O)O)O)[C@H](C)Cl.Cl
1538,CC1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)F
1539,CC1=CN(C(=O)NC1=O)[C@@H]2[C@@H]([C@H]([C@@H](O2)CO)O)F
1540,CC(C)(C)C(=O)C(N1C=CN=C1)OC2=CC=C(C=C2)Cl
1541,CCCCCCCCCCCCCCCC(=O)OC1C(C(C(OC1SC)C(C(C)Cl)NC(=O)C2CC(CN2C)CCC)O)O.Cl
1542,CCCCCCCCCCCCCCCC(=O)O[C@@H]1[C@H]([C@H]([C@H](O[C@@H]1SC)[C@@H]([C@H](C)Cl)NC(=O)[C@@H]2C[C@H](CN2C)CCC)O)O.Cl
1543,CC(C)(C(=O)O)OC1=CC=C(C=C1)Cl
1544,CCN(CC)CCOC1=CC=C(C=C1)C(=C(C2=CC=CC=C2)Cl)C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O
1545,CCN(CC)CCOC1=CC=C(C=C1)/C(=C(/C2=CC=CC=C2)\Cl)/C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O
1546,C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl.Cl
1547,CC(C)NCC(C1=CC=CC=C1Cl)O.Cl
1548,C1=C(C(=CC(=C1N)S(=O)(=O)N)S(=O)(=O)N)C(=C(Cl)Cl)Cl
1549,CC1=CC(=C(C=C1NC(=O)C2=C(C(=CC(=C2)I)I)O)Cl)C(C#N)C3=CC=C(C=C3)Cl
1550,CC1=CC(=C(C=C1NC(=O)C2=C(C(=CC(=C2)I)I)[O-])Cl)C(C#N)C3=CC=C(C=C3)Cl.[Na+]
1551,CC1=C(C(=NO1)C2=CC=CC=C2Cl)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)[O-].O.[Na+]
1552,CC1=C(C(=NO1)C2=CC=CC=C2Cl)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)[O-].O.[Na+]
1553,CC1=NC2=C(N1)CCN(C3=CC=CC=C32)C(=O)C4=CC=C(C=C4)NC(=O)C5=CC=CC=C5C6=CC=CC=C6.Cl
1554,CC1=CCCC(=CC2C(CC1)C(=C)C(=O)O2)C
1555,C/C/1=C\CC/C(=C/[C@@H]2[C@@H](CC1)C(=C)C(=O)O2)/C
1556,CC1COC2=C1C(=O)C(=O)C3=C2C=CC4=C3CCCC4(C)C
1557,C[C@H]1COC2=C1C(=O)C(=O)C3=C2C=CC4=C3CCCC4(C)C
1558,CC1CCC2C13CC(C(O3)(CC2=C)O)C(C)C
1559,C[C@H]1CC[C@@H]2[C@]13C[C@H]([C@](O3)(CC2=C)O)C(C)C
1560,C1CCC(CC1)NS(=O)(=O)O
1561,CN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=CC=C3.Cl
1562,C1=CN2C3C(C(C(O3)CO)O)OC2=NC1=N.Cl
1563,C1=CN2[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)OC2=NC1=N.Cl
1564,CN1CCC(=C2C3=CC=CC=C3C=CC4=CC=CC=C42)CC1.Cl
1565,C1CC1NC2=NC(=NC(=N2)N)N
1566,C(CS)N.Cl
1567,C1=CC=C(C=C1)C(C#N)OC2C(C(C(C(O2)COC3C(C(C(C(O3)CO)O)O)O)O)O)O
1568,C(C1C(C(C(C(O1)O)O)O)O)O
1569,C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O
1570,C1C(C(C(C(O1)O)O)O)O
1571,C1[C@H]([C@@H]([C@H](C(O1)O)O)O)O
1572,C[N+](C)(C)CC(CC(=O)O)O.[Cl-]
1573,CC1=CC(=NC(=N1)N)NC2=CC=C(C=C2)NC(=O)C3=CC=C(C=C3)NC4=CC=NC5=CC=CC=C54
1574,CCCCCCOC(=O)N=C(C1=CC=C(C=C1)NCC2=NC3=C(N2C)C=CC(=C3)C(=O)N(CCC(=O)OCC)C4=CC=CC=N4)N.CS(=O)(=O)O
1575,CCCCCCOC(=O)/N=C(/C1=CC=C(C=C1)NCC2=NC3=C(N2C)C=CC(=C3)C(=O)N(CCC(=O)OCC)C4=CC=CC=N4)\N.CS(=O)(=O)O
1576,C1=CC=C2C(=C1)C(=CN2)CCN(CCO)CC3=CC=C(C=C3)C=CC(=O)NO
1577,C1=CC=C2C(=C1)C(=CN2)CCN(CCO)CC3=CC=C(C=C3)/C=C/C(=O)NO
1578,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O)O
1579,C1=CC(=C(C2=C1C=CC(=O)O2)O)O
1580,CC(C(=O)NC(C1=CC=CC=C1)C(=O)OC(C)(C)C)NC(=O)CC2=CC(=CC(=C2)F)F
1581,C[C@@H](C(=O)N[C@@H](C1=CC=CC=C1)C(=O)OC(C)(C)C)NC(=O)CC2=CC(=CC(=C2)F)F
1582,C1CN(CC1C(C2=CC=CC=C2)(C3=CC=CC=C3)C(=O)N)CCC4=CC5=C(C=C4)OCC5.Br
1583,C1CN(C[C@@H]1C(C2=CC=CC=C2)(C3=CC=CC=C3)C(=O)N)CCC4=CC5=C(C=C4)OCC5.Br
1584,C[As](C)SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N
1585,C[As](C)SC[C@@H](C(=O)NCC(=O)O)NC(=O)CC[C@@H](C(=O)O)N
1586,CCO.CC(C)CN(CC(C(CC1=CC=CC=C1)NC(=O)OC2COC3C2CCO3)O)S(=O)(=O)C4=CC=C(C=C4)N
1587,CCO.CC(C)CN(C[C@H]([C@H](CC1=CC=CC=C1)NC(=O)O[C@H]2CO[C@@H]3[C@H]2CCO3)O)S(=O)(=O)C4=CC=C(C=C4)N
1588,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C.[Br-].[Br-]
1589,CCCC(C1=CC=CC=C1)NC(=O)C(=CC2=NC(=CC=C2)Br)C#N
1590,CCC[C@@H](C1=CC=CC=C1)NC(=O)/C(=C/C2=NC(=CC=C2)Br)/C#N
1591,CC12CCC3C(C1CCC2=O)CC=C4C3(CCC(C4)O)C
1592,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CC=C4[C@@]3(CC[C@@H](C4)O)C
1593,C1CCOC(C1)OC2=CC=C(C=C2)O
